ClassID,WarpCost,EventExp,BindCamFarPlane,UseMapFog,DefGenX,DefGenY,DefGenZ,RotateAngle,Width,Height,RewardEXPBM,ItemPriorityTime,StaminaRate,MaxHateCount,NotUseHide,PoisonGroup,DropItemRatio1,DropItemRatio2,DropItemRatio3,DropItemRatio4,DropItemRatio5,DropItemRatio6,DropItemRatio7,DropItemRatio8,DropItemRatio9,DropItemRatio10,ClassName,CategoryName,Name,BgmPlayList,Group,Theme,MapType,WorldMap,PhysicalLinkZone,QuestLinkZone,Journal,IntroDirection,EngName,BgName,Type,isVillage,Party,WaterScript,FixedLvScp,Mission,SaveProperty,LocFile,ChangeChannel,UseCulling,InitScript,UseAIOutOfPC,TeamObb,MonEnterScp,DropItemClassName1,DropItemBNType1,DropItemExceptMon1,DropItemClassName2,DropItemBNType2,DropItemExceptMon2,DropItemClassName3,DropItemBNType3,DropItemExceptMon3,DropItemClassName4,DropItemBNType4,DropItemExceptMon4,DropItemClassName5,DropItemBNType5,DropItemExceptMon5,DropItemClassName6,DropItemBNType6,DropItemExceptMon6,DropItemClassName7,DropItemBNType7,DropItemExceptMon7,DropItemClassName8,DropItemBNType8,DropItemExceptMon8,DropItemClassName9,DropItemBNType9,DropItemExceptMon9,DropItemClassName10,DropItemBNType10,DropItemExceptMon10
24576,0,24576,32768,0,0,32768,24576,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_zachariel_32,페디미안 직할령,왕릉 1층,d_zachariel,zachariel,왕릉,Dungeon,6/10/1,f_rokas_31/d_zachariel_33,f_rokas_31/d_zachariel_33,TRUE,,d_zachariel_32,d_zachariel_32,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,40960,32768,0,0,16384,12288,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_zachariel_33,페디미안 직할령,왕릉 2층,d_zachariel,zachariel,왕릉,Dungeon,6/10/2,d_zachariel_32/d_zachariel_34,d_zachariel_32/d_zachariel_34,TRUE,,d_zachariel_33,d_zachariel_33,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,40960,32768,0,24576,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_zachariel_34,페디미안 직할령,왕릉 3층,d_zachariel,zachariel,왕릉,Dungeon,6/10/3,d_zachariel_33/d_zachariel_35,d_zachariel_33/d_zachariel_35,TRUE,,d_zachariel_34,d_zachariel_34,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,24576,32768,0,16384,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_zachariel_35,페디미안 직할령,왕릉 4층,d_zachariel,zachariel,왕릉,Dungeon,6/10/4,d_zachariel_34/d_zachariel_36,d_zachariel_34/d_zachariel_36,TRUE,,d_zachariel_35,d_zachariel_35,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,8192,32768,0,45056,32768,61440,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_zachariel_36,페디미안 직할령,왕릉 5층,d_zachariel,zachariel,왕릉,Dungeon,6/10/5,d_zachariel_35,d_zachariel_35/f_remains_37,TRUE,,d_zachariel_36,d_zachariel_36,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,0,49152,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,id_catacomb_01,대삼림 지대,카타콤 1층,,catacomb,카타콤,Dungeon,5/19/0,f_katyn_18,f_katyn_18,TRUE,,id_catacomb_01,id_catacomb_01,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,49152,32768,40960,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,id_catacomb_02,페디미안 직할령,카타콤2,,catacomb,카타콤,Dungeon,3/9/0,,,TRUE,,id_catacomb_02,id_catacomb_02,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,24576,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,id_catacomb_04,페디미안 직할령,카타콤4,,catacomb,카타콤,Dungeon,1/9/0,,,TRUE,,id_catacomb_04,id_catacomb_04,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,16384,16384,24576,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_remains_37,페디미안 직할령,높이굽은 길,f_remains,remains,유적지대,Field,4/10/0,f_rokas_31/f_remains_38/p_cathedral_1,f_rokas_31/f_remains_38/p_cathedral_1/d_zachariel_36,TRUE,,f_remains_37,f_remains_37,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,49152,32768,20480,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_remains_38,페디미안 직할령,여신의 옛뜰,f_remains,remains,유적지대,Field,3/11/0,f_remains_37/f_remains_39,f_remains_37/f_remains_39,TRUE,,f_remains_38,f_remains_38,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,32768,0,49152,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_remains_39,페디미안 직할령,머무르는 나뭇골,f_remains,remains,유적지대,Field,4/11/0,f_remains_38/f_remains_40/f_rokas_30,f_remains_38/f_remains_40/f_rokas_30,TRUE,,f_remains_39,f_remains_39,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,0,0,53248,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_remains_40,페디미안 직할령,수정개울,f_remains,remains,유적지대,Field,4/12/0,f_remains_39/c_fedimian/d_firetower_41,f_remains_39/c_fedimian/d_firetower_41,TRUE,,f_remains_40,f_remains_40,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,0,0,16384,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_firetower_41,페디미안 직할령,마법사의 탑 1층,d_firetower,firetower,마법사의탑,Dungeon,5/12/1,f_remains_40/d_firetower_42,f_remains_40/d_firetower_42/c_fedimian/d_cmine_8,TRUE,,d_firetower_41,d_firetower_41,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,61440,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_firetower_42,페디미안 직할령,마법사의 탑 2층,d_firetower,firetower,마법사의탑,Dungeon,5/12/2,d_firetower_41/d_firetower_43,d_firetower_41/d_firetower_43/d_cmine_8,TRUE,,d_firetower_42,d_firetower_42,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,4096,16384,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_firetower_43,페디미안 직할령,마법사의 탑 3층,d_firetower,firetower,마법사의탑,Dungeon,5/12/3,d_firetower_42/d_firetower_44,d_firetower_42/d_firetower_44/d_cmine_8,TRUE,,d_firetower_43,d_firetower_43,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,32768,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_firetower_44,페디미안 직할령,마법사의 탑 4층,d_firetower,firetower,마법사의탑,Dungeon,5/12/4,d_firetower_43/d_firetower_45,d_firetower_43/d_firetower_45/d_cmine_9,TRUE,,d_firetower_44,d_firetower_44,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,40960,0,49152,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_firetower_45,페디미안 직할령,마법사의 탑 5층,d_firetower,firetower,마법사의탑,Dungeon,5/12/5,d_firetower_44,d_firetower_44/d_cmine_9/f_katyn_7,TRUE,,d_firetower_45,d_firetower_45,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,8192,0,16384,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_46,로무바 성역,큰아귀 길,f_pilgrimroad,pilgrimroad,순례자의길,Field,4/13/0,c_fedimian/f_pilgrimroad_47,c_fedimian/f_pilgrimroad_47/d_thorn_23,TRUE,,f_pilgrimroad_46,f_pilgrimroad_46,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,16384,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_47,로무바 성역,빛내린 땅,f_pilgrimroad,pilgrimroad,순례자의길,Field,5/13/0,f_pilgrimroad_46/f_pilgrimroad_49/f_pilgrimroad_50/p_catacomb_1,f_pilgrimroad_46/f_pilgrimroad_49/f_pilgrimroad_50/p_catacomb_1,TRUE,,f_pilgrimroad_47,f_pilgrimroad_47,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,24576,32768,24576,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_50,로무바 성역,흩어진 계단,f_pilgrimroad,pilgrimroad,순례자의길,Field,6/13/0,f_pilgrimroad_47/f_pilgrimroad_49/f_pilgrimroad_51,f_pilgrimroad_47/f_pilgrimroad_49/f_pilgrimroad_51,TRUE,,f_pilgrimroad_50,f_pilgrimroad_50,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,49152,0,20480,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_51,로무바 성역,적갈나무 단층숲,f_pilgrimroad,pilgrimroad,순례자의길,Field,7/13/0,f_pilgrimroad_50/f_pilgrimroad_52,f_pilgrimroad_50/f_pilgrimroad_52,TRUE,,f_pilgrimroad_51,f_pilgrimroad_51,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,57344,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_52,로무바 성역,가식의 교각로,f_pilgrimroad,pilgrimroad,순례자의길,Field,7/14/0,f_pilgrimroad_51/f_pilgrimroad_31_1/f_flash_59/d_cathedral_53,f_pilgrimroad_51/f_pilgrimroad_31_1/f_flash_59/d_cathedral_53,TRUE,,f_pilgrimroad_52,f_pilgrimroad_52,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,0,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cathedral_53,로무바 성역,본당,d_cathedral_2,cathedral,대성당,Dungeon,8/13/1,f_pilgrimroad_52/d_cathedral_54,f_pilgrimroad_52/d_cathedral_54,TRUE,,d_cathedral_53,d_cathedral_53,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,24576,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cathedral_54,로무바 성역,대회랑,d_cathedral_2,cathedral,대성당,Dungeon,8/13/2,d_cathedral_53/d_cathedral_55,d_cathedral_53/d_cathedral_55,TRUE,,d_cathedral_54,d_cathedral_54,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,24576,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_55,로무바 성역,대성당의 참회로,f_pilgrimroad,cathedral,순례자의길,Dungeon,8/13/3,d_cathedral_54/d_cathedral_56,d_cathedral_54/d_cathedral_56,TRUE,,f_pilgrimroad_55,f_pilgrimroad_55,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,57344,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cathedral_56,로무바 성역,지성소,d_cathedral_2,cathedral,대성당,Dungeon,8/13/4,d_cathedral_55,d_cathedral_55/f_flash_59,TRUE,,d_cathedral_56,d_cathedral_56,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,0,16384,32768,0,16384,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_46_1,클라페다령,봄볕나무 숲,,siauliai,샤울레이,Field,4/7/0,d_thorn_19/f_siauliai_46_2,d_thorn_19/f_siauliai_46_2/f_flash_63,TRUE,,SIAULIAI,f_siauliai_46_1,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,16384,32768,0,57344,0,26624,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_46_2,클라페다령,흔들리는 경작지,,siauliai,샤울레이,Field,3/7/0,f_siauliai_46_1/f_siauliai_46_3/f_siauliai_46_4,f_siauliai_46_1/f_siauliai_46_3/f_siauliai_46_4,TRUE,,SIAULIAI,f_siauliai_46_2,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49152,0,16384,32768,0,57344,0,49152,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_46_3,클라페다령,세개울 숲,,siauliai,샤울레이,Field,2/7/0,f_siauliai_46_2/f_siauliai_46_4,f_siauliai_46_2/f_siauliai_46_4,TRUE,,SIAULIAI,f_siauliai_46_3,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,16384,32768,0,0,0,16384,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_46_4,클라페다령,물과나무노래 숲,,siauliai,샤울레이,Field,2/6/0,f_siauliai_46_2/f_siauliai_46_3/f_huevillage_58_4,f_siauliai_46_2/f_siauliai_46_3/f_huevillage_58_4,TRUE,,SIAULIAI,f_siauliai_46_4,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,16384,32768,0,0,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_47_4,클라페다령,샤울레이47_4,,siauliai,샤울레이,Field,2/3/0,f_siauliai_50_1,f_siauliai_50_1,TRUE,,SIAULIAI,f_siauliai_47_4,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20480,0,0,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_41_1,키렌 지방,순례자의 길 41_1,,pilgrimroad,순례자의길,Field,6/3/0,f_gele_57_3/f_pilgrimroad_41_2,f_gele_57_3/f_pilgrimroad_41_2,TRUE,,f_pilgrimroad_41_1,f_pilgrimroad_41_1,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61440,0,0,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_41_2,키렌 지방,순례자의 길 41_2,,pilgrimroad,순례자의길,Field,7/3/0,f_pilgrimroad_41_1/f_pilgrimroad_41_3/f_pilgrimroad_41_4,f_pilgrimroad_41_1/f_pilgrimroad_41_3/f_pilgrimroad_41_4,TRUE,,f_pilgrimroad_41_2,f_pilgrimroad_41_2,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36864,0,0,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_41_3,키렌 지방,순례자의 길 41_3,,pilgrimroad,순례자의길,Field,8/3/0,f_pilgrimroad_41_2/f_pilgrimroad_41_5/d_abbey_41_6,f_pilgrimroad_41_2/f_pilgrimroad_41_5/d_abbey_41_6,TRUE,,f_pilgrimroad_41_3,f_pilgrimroad_41_3,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12288,0,0,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_41_4,키렌 지방,순례자의 길 41_4,,pilgrimroad,순례자의길,Field,7/2/0,f_pilgrimroad_41_2/f_katyn_45_1,f_pilgrimroad_41_2/f_katyn_45_1,TRUE,,f_pilgrimroad_41_4,f_pilgrimroad_41_4,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53248,0,0,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_pilgrimroad_41_5,키렌 지방,순례자의 길 41_5,,pilgrimroad,순례자의길,Field,9/2/0,f_pilgrimroad_41_3,f_pilgrimroad_41_3,TRUE,,f_pilgrimroad_41_5,f_pilgrimroad_41_5,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28672,0,0,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_abbey_41_6,키렌 지방,수도원 41_6,,abbey,,Field,8/2/0,f_pilgrimroad_41_3,f_pilgrimroad_41_3,TRUE,,d_abbey_41_6,d_abbey_41_6,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,16384,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_flash_59,칼리스 지방,통곡의 광장,,flash,석화된 도시,Field,6/15/0,f_pilgrimroad_52/f_flash_60/f_flash_61/f_flash_63,f_pilgrimroad_52/f_flash_60/f_flash_61/f_flash_63/d_cathedral_56,TRUE,,f_flash_59,f_flash_59,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,32768,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_flash_60,칼리스 지방,스산한 장터,,flash,석화된 도시,Field,5/15/0,f_flash_59/f_flash_61/f_tableland_28_2/p_catacomb_2,f_flash_59/f_flash_61/f_tableland_28_2/p_catacomb_2,TRUE,,f_flash_60,f_flash_60,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,16384,32768,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_flash_61,칼리스 지방,루클리스 거리,,flash,석화된 도시,Field,5/16/0,f_flash_59/f_flash_60/f_tableland_71,f_flash_59/f_flash_60/f_tableland_71,TRUE,,f_flash_61,f_flash_61,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,0,0,12288,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_flash_63,칼리스 지방,중심시가,,flash,석화된 도시,Field,7/15/0,f_flash_59/f_flash_64/f_pilgrimroad_31_1,f_flash_59/f_flash_64/f_pilgrimroad_31_1/f_siauliai_46_1,TRUE,,f_flash_63,f_flash_63,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,0,32768,20480,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_flash_64,칼리스 지방,내성곽지구,,flash,석화된 도시,Field,7/16/0,f_flash_58/f_flash_63/f_tableland_70/d_underfortress_65,f_flash_58/f_flash_63/f_tableland_70/d_underfortress_65,TRUE,,f_flash_64,f_flash_64,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,32768,49152,49152,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_underfortress_65,칼리스 지방,전초구역,,underfortres,대지의 요새,Dungeon,8/16/1,f_flash_64/d_underfortress_66,f_flash_64/d_underfortress_66,TRUE,,d_underfortress_65,d_underfortress_65,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,40960,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_underfortress_66,칼리스 지방,대립의 훈련장,,underfortres,대지의 요새,Dungeon,8/16/2,d_underfortress_65/d_underfortress_67,d_underfortress_65/d_underfortress_67,TRUE,,d_underfortress_66,d_underfortress_66,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,0,32768,24576,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_underfortress_67,칼리스 지방,거주구역,,underfortres,대지의 요새,Dungeon,8/16/3,d_underfortress_66/d_underfortress_68,d_underfortress_66/d_underfortress_68,TRUE,,d_underfortress_67,d_underfortress_67,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,32768,32768,40960,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_underfortress_68,칼리스 지방,저장구역,,underfortres,대지의 요새,Dungeon,8/16/4,d_underfortress_67/d_underfortress_69,d_underfortress_67/d_underfortress_69,TRUE,,d_underfortress_68,d_underfortress_68,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,40960,32768,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_underfortress_69,칼리스 지방,갈라진 전투로,,underfortres,대지의 요새,Dungeon,8/16/5,d_underfortress_68,d_underfortress_68,TRUE,,d_underfortress_69,d_underfortress_69,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,16384,0,36864,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_tableland_70,칼리스 지방,하늘지친 고원,,tableland,고립고원,Field,6/16/0,f_flash_64/f_tableland_71,f_flash_64/f_tableland_71,TRUE,,f_tableland_70,f_tableland_70,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,16384,16384,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_tableland_71,칼리스 지방,큰고립 고원,,tableland,고립고원,Field,6/17/0,f_tableland_70/f_tableland_72/f_flash_61,f_tableland_70/f_tableland_72/f_flash_61,TRUE,,f_tableland_71,f_tableland_71,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,32768,0,40960,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_tableland_72,칼리스 지방,쉬어가는 유형지,,tableland,고립고원,Field,7/17/0,f_tableland_71/f_tableland_73,f_tableland_71/f_tableland_73,TRUE,,f_tableland_72,f_tableland_72,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
