ClassID,BornAniCount,DeadHideTime,DeadHideBlendTime,SpriteScale,TopOffset,MidOffset,BtmOffset,LODDist,PT_Body,PT_Shirt,PT_Pants,PT_PantsAdd1,PT_PantsAdd2,PT_Face,PT_Hair,PT_Hat,PT_Gloves,PT_Boots,PT_Belt,PT_Outer,PT_OuterAdd1,PT_OuterAdd2,Item1,Item2,Item3,Item4,Item5,WlkAniSPD,RunAniSPD,MoveCompleteLoop,ClassName,RootName,FileName,EffectPostFix,UseSilhouette,Full3D_Model,DirType,MorphFile,Render,AutoJump,UseBone,Retarget,RootNode,ForceHitDummy,TopDummy,LookAtNode,HitEffectNode,DamageTextNode,PT_BodyColor,PT_ShirtColor,PT_PantsColor,PT_PantsAdd1Color,PT_PantsAdd2Color,PT_FaceColor,PT_HairColor,PT_HatColor,PT_GlovesColor,PT_BootsColor,PT_BeltColor,PT_OuterColor,PT_OuterAdd1Color,PT_OuterAdd2Color,Item1Node,Item1Color,Item1Scale,Item2Node,Item2Color,Item2Scale,Item3Node,Item3Color,Item3Scale,Item4Node,Item4Color,Item4Scale,Item5Node,Item5Color,Item5Scale,CheckBoundingBox,HitRotate
1792,0,0,0,39322,0,0,0,0,34048,0,0,0,0,0,34368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_saule_female_1,npc_saule_1,npc_saule_1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
2560,0,0,0,39322,0,0,0,0,34096,0,0,0,0,0,34192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_saule_male_1,npc_saule_2,npc_saule_2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
2816,0,0,0,39322,0,0,0,0,34112,0,0,0,0,0,34144,0,0,0,0,0,0,0,0,0,0,0,0,58996,60785,0,npc_paladin_follower1_1,npc_Paladin_follower1,npc_Paladin_follower1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
3328,0,0,0,39322,0,0,0,0,34304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monster_treasure_box1,monster_treasure_box1,monster_treasure_box1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
3584,0,0,0,39322,0,0,0,0,34320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monster_treasure_box3,monster_treasure_box3,monster_treasure_box3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
3840,0,0,0,39322,0,0,0,0,34336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monster_treasure_box4,monster_treasure_box4,monster_treasure_box4,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
4096,0,0,0,39322,0,0,0,0,34352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monster_treasure_box5,monster_treasure_box5,monster_treasure_box5,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
5376,0,0,0,39322,0,0,0,0,34400,0,0,0,0,0,34416,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,huevill_chief,huevill_chief,huevill_chief,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
5632,0,0,0,39322,0,0,0,0,34048,0,0,0,0,0,34384,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_saule_female_2,npc_saule_1,npc_saule_1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
5888,0,0,0,39322,0,0,0,0,34096,0,0,0,0,0,34208,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_saule_male_2,npc_saule_2,npc_saule_2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
6144,0,0,0,39322,0,0,0,0,34112,0,0,0,0,0,34160,0,0,0,0,0,0,0,0,0,0,0,0,58996,60785,0,npc_paladin_follower1_2,npc_Paladin_follower1,npc_Paladin_follower1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
6400,0,0,0,39322,0,0,0,0,34112,0,0,0,0,0,34176,0,0,0,0,0,0,0,0,0,0,0,0,58996,60785,0,npc_paladin_follower1_3,npc_Paladin_follower1,npc_Paladin_follower1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
3072,0,0,0,39322,0,0,0,0,34240,0,0,0,0,0,34256,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_follower3_1,npc_Paladin_Follower3,npc_Paladin_Follower3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
6912,0,0,0,39322,0,0,0,0,34240,0,0,0,0,0,34272,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_follower3_2,npc_Paladin_Follower3,npc_Paladin_Follower3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
7168,0,0,0,39322,0,0,0,0,34240,0,0,0,0,0,34288,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_follower3_3,npc_Paladin_Follower3,npc_Paladin_Follower3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
7424,0,0,0,39322,0,0,0,0,33712,0,0,0,0,0,34432,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_follower2_1,npc_paladin_Follower2,npc_paladin_Follower2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
7680,0,0,0,39322,0,0,0,0,33712,0,0,0,0,0,34448,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_follower2_2,npc_paladin_Follower2,npc_paladin_Follower2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
7936,0,0,0,39322,0,0,0,0,33712,0,0,0,0,0,34464,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_follower2_3,npc_paladin_Follower2,npc_paladin_Follower2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
8192,0,0,0,39322,0,0,0,0,33712,0,0,0,0,0,34480,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_follower2_4,npc_paladin_Follower2,npc_paladin_Follower2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
8448,0,0,0,39322,0,0,0,0,33936,0,0,0,0,0,34496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_huevill_male_1,npc_huevill_male,npc_huevill_male,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
8704,0,0,0,39322,0,0,0,0,33936,0,0,0,0,0,34512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_huevill_male_2,npc_huevill_male,npc_huevill_male,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
8960,0,0,0,39322,0,0,0,0,33936,0,0,0,0,0,34528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_huevill_male_3,npc_huevill_male,npc_huevill_male,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
9728,0,0,0,39322,0,0,0,0,34576,0,0,0,0,0,36160,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_soldier_female,npc_soldier_female,npc_soldier_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
11008,0,0,0,0,0,0,0,0,38576,0,0,0,0,0,34368,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_soldier_female_1,npc_soldier_female,npc_soldier_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
11264,0,0,0,0,0,0,0,0,38592,0,0,0,0,35840,0,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_soldier_female_2,npc_soldier_female,npc_soldier_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
12544,0,0,0,39322,0,0,0,0,34928,0,0,0,0,0,34624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_huevill_female_1,npc_huevill_female,npc_huevill_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
12032,0,0,0,39322,0,0,0,0,34928,0,0,0,0,0,34640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_huevill_female_2,npc_huevill_female,npc_huevill_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
12288,0,0,0,39322,0,0,0,0,34928,0,0,0,0,0,34656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_huevill_female_3,npc_huevill_female,npc_huevill_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
12800,0,0,0,39322,0,0,0,0,34240,0,0,0,0,0,34256,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_noinst3_1,npc_Paladin_Noinst3,npc_Paladin_Noinst3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
13056,0,0,0,39322,0,0,0,0,34240,0,0,0,0,0,34272,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_noinst3_2,npc_Paladin_Noinst3,npc_Paladin_Noinst3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
13312,0,0,0,39322,0,0,0,0,34240,0,0,0,0,0,34288,0,0,0,0,0,0,0,0,0,0,0,0,58996,39191,0,npc_paladin_noinst3_3,npc_Paladin_Noinst3,npc_Paladin_Noinst3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
13568,0,0,0,39322,0,0,0,0,34944,0,0,0,0,0,33024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIN_master,LIN_master,LIN_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
13824,0,0,0,39322,0,0,0,0,33152,0,0,0,0,0,33280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNK_master,MNK_master,MNK_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
14080,0,0,0,39322,0,0,0,0,33408,0,0,0,0,0,33536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORC_master,ORC_master,ORC_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
14848,0,0,0,39322,0,0,0,0,33664,0,0,0,0,0,33792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROD_master,ROD_master,ROD_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
15104,0,0,0,39322,0,0,0,0,33920,0,0,0,0,0,34048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROG_master,ROG_master,ROG_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
15360,0,0,0,39322,0,0,0,0,34176,0,0,0,0,0,34304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAD_master,SAD_master,SAD_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
15616,0,0,0,39322,0,0,0,0,34432,0,0,0,0,0,34560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCH_master,SCH_master,SCH_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
15872,0,0,0,39322,0,0,0,0,34688,0,0,0,0,0,34816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCT_master,SCT_master,SCT_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
16128,0,0,0,39322,0,0,0,0,35360,0,0,0,0,0,35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAP_master,SAP_master,SAP_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
16384,0,0,0,39322,0,0,0,0,35376,0,0,0,0,0,35616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THA_master,THA_master,THA_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
16640,0,0,0,39322,0,0,0,0,35392,0,0,0,0,0,35632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLT_master,FLT_master,FLT_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
