ClassID,Level,STR_Rate,CON_Rate,MNA_Rate,DEX_Rate,EXP_Rate,JEXP_Rate,Blockable,HPCount,SuperDropRegenRatio,Hardness_ATK,Hardness_DEF,Scale,BaseOffset,WlkMSPD,RunMSPD,FIXMSPD_BM,SecPerAngle,GuardImpactTime,FixedAttack,FixedDefence,FixedLife,ATKValue,ATKRange,DEFValue,CustomResist,CustomLife,MultipleLife,MultipleATKR,MonSR,MonSDR,AriesDEF,SlashDEF,StrikeDEF,ResFire,ResIce,ResPoison,BLOCK,PARRY,CustomEXP,CustomJobEXP,HitRng,SearchRange,AniASPD,NumOfAttack,HitTime1,HitTime2,HitTime3,BornTime,DeadTime,DyingTime,MinR,MaxR,ForceVel,SplRange,SplLimit,SplDam,BuffFreq,Ratio,PreDelay,LifeTime,KDArmor,Range,AppTime,HitRadius,Mass,Hit,RHP,KP,Hits,KDownPower,KDownVAngle,Stat,ACC,CRASH,KDRank,TargetMark,TargetWindow,Hide,ShowBaseInfoUI,DialogRotate,DialogChaseDist,QuestCount1,QuestCount2,QuestCount3,QuestCount4,NumArg1,NumArg2,NumArg3,NumArg4,UseAiOutOfPC,MaxHate,MonDmgRate,ShieldRate,HitDelayFix,SurroundSize,SurroundRate,CantGenRange,ClassName,Name,SET,SET_ANI,INT_Rate,UniqueName,EquipDropType,DropItemList,SkillType,JobName,RingCommand,Tactics,SimpleAI,BTree,Journal,StatType,BornScript,HeadIcon,Icon,MinimapIcon,TooltipType,TargetIcon,ModelType,BoneScale,AttachEffectIndex,DeadEffect,Attribute,AttackType,HitType,HitProof,HitValue,DialogCursor,Faction,GroupName,Feature1,Feature2,OnCheat,MonRank,Grade,BornAni,RaceType,MoveType,SpecialDefType,SpecialAtkType,ImmuneDebuff,ImmuneBuff_BM,JobType,Race1,Race2,Race3,LayerType,WpnType,BlowSoundType,DefSoundType,BlkSoundType,AtkType,ClassType,SplType,Buff,DefType,DefValue,BlkType,Rotate,OBB,Obstacle,OBBSize,Interactive,Hittable,DropItemIndex,KdDead,HoldProof,PrevTMName,TMName,NextTMName,PrevTSName,TSName,NextTSName,IdleScript,ActiveSpawn,Enter,Leave,Dialog,Occupation,ViewInvi,SizeFont,Size,QuestName,OnlyPCCheck,StrArg1,StrArg2,NpcMark,TargetMsg,UseTitle,AlwaysTitle,Ridable,OBBCheck,WeaponMaterial,ArmorMaterial,ResistType,WeakType,MergeTable1,MergeClass1,MergeTable2,MergeClass2,Icon_Wiki,Desc,HateMark
8704,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_knight,우스카,npc_knight,npc_knight,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
9216,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_matron,중년 부인,npc_matron,npc_matron,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
9728,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_tool_merchants,도구상인,npc_tool_merchants,npc_tool_merchants,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
10240,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_matron,마을 중년부인,npc_village_matron,npc_village_matron,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
10752,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_1,마을 아저씨1,npc_village_uncle_01,npc\village_uncle_1,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,MON_DUMMY,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
11264,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_2,마을 아저씨2,npc_village_uncle_02,npc\village_uncle_1,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,MON_DUMMY,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
11776,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_liaison_officer_m_1,연락관(데이터 교체 필요),soldier6,soldier_basic,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
12288,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,15360,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_chronicler_m_1,기록관(데이터 교체 필요),soldier6,soldier_basic,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
12800,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_historian_m_1,사학자 1(데이터 교체 필요),soldier6,soldier_basic,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
13312,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_historian_m_2,사학자 2(데이터 교체 필요),soldier6,soldier_basic,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
13824,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_rexither,렉시퍼 인간(데이터 교체 필요),soldier6,soldier_basic,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,NO,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,YES,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
14336,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_historian_f_1,여 사학자(데이터 교체 필요),soldier6,soldier_basic,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
14848,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_intermediate_officer_men2,중급 관리 장교남2,npc_intermediate_officer_men2,npc_intermediate_officer_men2,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,ATK,,NO,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Human,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
15360,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DummyPC,PC,soldier6,soldier_basic,5,,,,,,,,,BasicMonster,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,NO,YES,DIALOG,Monster,NPC,,,YES,Normal,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,NO,NO,NO,0;0;0,YES,YES,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
15872,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_low_lev_officer2_m,하급 관리 장교 2,npc_low_lev_officer2_m,npc_low_lev_officer_m,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
16384,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_low_lev_officer3_m,하급 관리 장교 3,npc_low_lev_officer3_m,npc_low_lev_officer_m,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
16896,0,0,0,0,0,0,0,0,0,0,0,0,60293,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_knight2,바세닌,npc_knight2,npc_knight,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
17408,0,0,0,0,0,0,0,0,0,0,0,0,55050,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_bocordisciplebody1,보코르 제자(남1),npc_bocordisciplebody1,npc_bocordisciplebody1,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,2D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
17920,0,0,0,0,0,0,0,0,0,0,0,0,55050,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_bocordisciplebody2,보코르 제자(남2),npc_bocordisciplebody2,npc_bocordisciplebody2,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,2D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
18432,0,0,0,0,0,0,0,0,0,0,0,0,55050,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_bocordisciplegirl,보코르 제자(여),npc_bocordisciplegirl,npc_bocordisciplegirl,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,2D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
18944,0,0,0,0,0,0,0,0,0,0,0,0,55050,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_huntermaster,2D 헌터 마스터,npc_huntermaster,npc_huntermaster,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,minimap_man_archer,CreateMon,,2D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
19456,0,0,0,0,0,0,0,0,0,0,0,0,55050,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_quarrelmaster,쿼렐슈터 마스터,npc_quarrelmaster,npc_quarrelmaster,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,minimap_man_archer,CreateMon,,2D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
19968,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_wizdom_owl,예지의 부엉이,npc_wizdom_owl,npc_wizdom_owl,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
20480,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_bocormaster,보코르 마마,npc_bocormaster,npc_bocormaster,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,minimap_man_cleric,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
20992,0,0,0,0,0,0,0,0,0,0,0,0,10486,0,0,0,0,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_cryomancer,크리오맨서 마스터,npc_cryomancer,npc_cryomancer,5,,,,,,,MON_DUMMY,,,,,,,ui_CreateMonster,minimap_man_wizard,CreateMon,,3D,,,,Melee,,,YES,YES,DIALOG,Neutral,NPC,,,YES,NPC,Grade8,,Widling,Normal,,,All,,Warrior,,,,Terrestrial,Sword,Sword,Flesh,Sword,Single,Melee,,,,,,YES,NO,NO,0;0;0,YES,NO,,FALSE,NO,,,,,,,,,,,,,FALSE,{@st43},S,,YES,,,,,YES,YES,NO,YES,ThinIron,Leather,,,MonsterConst,MonsterCP,Actor,Actor,,,NO
