ClassID,Weight,PR,DamageRange,ItemLv,PATK,ADD_MATK,ItemGrade,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,Dur,MaxDur,repairPrice,UseCount,Hardness,ADD_MINATK,ADD_MAXATK,ADD_DEF,CRTHR,CRTATK,CRTDR,ADD_HR,ADD_DR,STR,DEX,CON,INT,MNA,SR,SDR,MHR,ADD_MDEF,MGP,AddSkillMaxR,SkillRange,SkillAngle,Luck,BlockRate,BLK,BLK_BREAK,Revive,HitCount,BackHit,SkillPower,ASPD,MSPD,KDPow,MHP,MSP,MSTA,RHP,RSP,RSPTIME,RSTA,ADD_CLOTH,ADD_LEATHER,ADD_CHAIN,ADD_IRON,ADD_GHOST,ADD_SMALLSIZE,ADD_MIDDLESIZE,ADD_LARGESIZE,ADD_FORESTER,ADD_WIDLING,ADD_VELIAS,ADD_PARAMUNE,ADD_KLAIDA,ADD_FIRE,ADD_ICE,ADD_POISON,ADD_LIGHTNING,ADD_EARTH,ADD_HOLY,ADD_DARK,BaseSocket,MaxSocket,MinOption,MaxOption,Aries,AriesDEF,Slash,SlashDEF,Strike,StrikeDEF,Aries_Range,Slash_Range,Strike_Range,MinRDmg,MaxRDmg,FDMinR,FDMaxR,TotalArrowCount,ArrowCount,RES_FIRE,RES_ICE,RES_POISON,RES_LIGHTNING,RES_EARTH,RES_HOLY,RES_DARK,BaseSocket_MA,MaxSocket_MA,ClassName,Name,ItemType,Journal,GroupName,EquipGroup,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,BasicTooltipProp,TooltipImage,Icon,ReqToolTip,TooltipValue,OptDesc,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,ShopTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,COOLDOWN,CoolDownGroup,LogoutSave,ClassType,ClassType2,NodeName,ModelType,FileName,AttachType,Attribute,AttackType,Material,UseJob,UseGender,DBLHand,EqpType,DefaultEqpSlot,WeaponTrailEffect,BlowSoundType,DefSoundType,BlkSoundType,EqpInOut,OptionGroup,IsPrivate,LHandSkill,Reinforce_Type,CoolDown
32128,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_107,프리마루체,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,자신의 첫 마법검으로 위력있는 무기를 원하는 검사들이 많이 선택하는 무기입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
32256,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_108,킨드잘,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_20,icon_item_Sword_20,양손검[베기],,,자신의 무기를 길들이는 행위를 좋아하는 검사들은 이 검을 만들어 사용하기도 합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_hogma_great_sword,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
32384,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_109,임페르니 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,블랙마켓과의 거래에서 이 검을 얻었다면 어느 정도 신뢰를 얻었다는 증거로 볼 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
32512,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_110,프리에블란다,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,이 검의 제조법을 고안한 장인은 프리마루체의 제조자와 동일인입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
32640,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_111,라피스 카츠발게르,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,카츠발게르를 강화하는 방법이 발견된 것은 100년도 안 됩니다. 고로 이 검의 제조법은 루클리스와는 무관합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
32768,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_112,스미스 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_18,icon_item_Sword_18,양손검[베기],," - 공격시 2% 확률로 +600% 피해",신수의 날 이후 마법무기의 안정성을 덜 고려하는 풍토가 늘었습니다. ,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_bastard,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
32896,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_113,클라비스 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,당신 양손의 듬직한 확장이 될 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
33024,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_114,트레시 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,당신 양손의 듬직한 확장이 될 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
33152,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_115,세스타스 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,당신 양손의 듬직한 확장이 될 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
33280,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_116,드라트 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,당신 양손의 듬직한 확장이 될 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
33408,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_117,아스턴 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,당신 양손의 듬직한 확장이 될 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
33536,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_118,데비 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,당신 양손의 듬직한 확장이 될 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
33664,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW02_119,프리마 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,colossus_up,colossus_up,양손검[베기],,,당신 양손의 듬직한 확장이 될 수 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_colossus_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
28288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW03_101,플라미니,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_18,icon_item_Sword_18,양손검[베기],,,예전부터 마족을 상대하려는 용사들의 필수품으로 여겨지던 좋은 검입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_bastard,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
28416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW03_102,위저드 슬레이어,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_18,icon_item_Sword_18,양손검[베기],,,마법사들은 이 검에 신경을 쓰지는 않습니다. 다만 전투 경험이 많은 마법사들은 확실한 주의를 기울입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_bastard,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
28544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,49152,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW03_103,나크티스,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_18,icon_item_Sword_18,양손검[타격],,,심야의 어둠속에서 튀어 나온 한 자루 검처럼 나크티스는 의외의 타격을 가합니다. ,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_bastard,THSword,Melee,Strike,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
28672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,49152,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW03_104,루시두스,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_18,icon_item_Sword_18,양손검[베기],,,"나무 베는 도끼라고 비하하는 사람도 있지만, 사용자들은 이 검이 없었다면 식물재앙은 더 엄청난 피해를 가져왔을 것이라고 말합니다. ",item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_bastard,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
28800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW03_105,헬 엔드 헤븐,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_18,icon_item_Sword_18,양손검[베기],,,공격이 최선의 방어라는 경구가 있습니다. 당신이 이 검으로 그 사실을 증명하십시오.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_bastard,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
28928,0,0,0,0,0,0,0,0,0,0,28672,0,16384,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW03_106,데스위버 투스,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_20,icon_item_Sword_20,양손검[베기],,,실제로 데스위버의 신체를 이용해 만들지는 않습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_nodachi,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
29056,0,0,0,0,0,0,0,0,0,0,28672,0,16384,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW03_107,채퍼리션 투 핸드 소드,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_20,icon_item_Sword_20,양손검[베기],,,실체가 없는 기원에서 나온 것이 때로는 큰 힘을 제공하기도 합니다. 부피가 없는 것에서 나온 것이 때로 큰 것을 제압합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_nodachi,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
25216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW04_101,눌리스,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_executioners_up,icon_item_executioners_up,양손검[베기],,,밤과 낮 어디에도 속하지 않는 존재들에게 강한 위력을 보입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_executioners_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
25344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSW04_102,그래비티,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_executioners_up,icon_item_executioners_up,양손검[베기],,,당신이 누구든 어디에 있든 중력을 피하기는 어렵습니다. 그러나 중력에 적응한다면 그 효력은 누구도 무시할 수 없습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,THSword,Sword,Dummy_R_HAND,PC_WAR_F,sword_executioners_up,THSword,Melee,Slash,,Char1,Both,YES,DH,RH,I_swordtrail006_red,Sword,,Sword,,,NO,,Moru,
38522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoWeapon_Staff,없음_weapon,Equip,FALSE,Weapon,Weapon,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,,icon_item_Quest_00017,icon_item_Staff_1,,,,,item_drop_weapon,,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,,,,,,Sword,Melee,,,Char2,Both,NO,SH,RH,I_swordtrail006_red,,,Sword,,,NO,,Moru,
