ClassID,Circle_1,Circle_2,Circle_3,Circle_4,Circle_5,Circle_6,Circle_7,Circle_8
49152,61935,49152,32768,24576,24576,24576,45745,48483
0,61935,49152,32768,24576,24576,24576,46426,52647
16384,61935,49152,32768,24576,24576,24576,47032,56811
32768,61935,49152,32768,24576,24576,24576,47562,60975
49152,61935,49152,32768,24576,24576,24576,48016,65139
0,61935,49152,32768,24576,24576,24576,48395,3768
16384,61935,49152,32768,24576,24576,24576,48698,7932
32768,61935,49152,32768,24576,24576,24576,48925,12096
49152,61935,49152,32768,24576,24576,24576,49076,16260
0,61935,49152,32768,24576,24576,24576,49152,20424
16384,61935,49152,32768,24576,24576,24576,49152,24588
32768,61935,49152,32768,24576,24576,24576,49152,28753
49152,61935,49152,32768,24576,24576,24576,49152,32917
0,61935,49152,32768,24576,24576,24576,49152,37081
16384,61935,49152,32768,24576,24576,24576,49152,41245
32768,61935,49152,32768,24576,24576,24576,49152,45409
49152,61935,49152,32768,24576,24576,24576,49152,49573
0,61935,49152,32768,24576,24576,24576,49152,53738
16384,61935,49152,32768,24576,24576,24576,49152,57902
32768,61935,49152,32768,24576,24576,24576,49152,62066
49152,61935,49152,32768,24576,24576,24576,49152,694
0,61935,49152,32768,24576,24576,24576,49152,4858
16384,61935,49152,32768,24576,24576,24576,49152,9022
32768,61935,49152,32768,24576,24576,24576,49152,13187
49152,61935,49152,32768,24576,24576,24576,49152,17351
0,61935,49152,32768,24576,24576,24576,49152,21515
16384,61935,49152,32768,24576,24576,24576,49152,25679
32768,61935,49152,32768,24576,24576,24576,49152,29843
49152,61935,49152,32768,24576,24576,24576,49152,34007
0,61935,49152,32768,24576,24576,24576,49152,38171
16384,61935,49152,32768,24576,24576,24576,49152,42336
32768,61935,49152,32768,24576,24576,24576,49152,46500
49152,61935,49152,32768,24576,24576,24576,49152,50664
0,61935,49152,32768,24576,24576,24576,49152,54828
16384,61935,49152,32768,24576,24576,24576,49152,58992
32768,61935,49152,32768,24576,24576,24576,49152,63156
49152,61935,49152,32768,24576,24576,24576,49152,1785
0,61935,49152,32768,24576,24576,24576,49152,5949
16384,61935,49152,32768,24576,24576,24576,49152,10113
32768,61935,49152,32768,24576,24576,24576,49152,14277
49152,61935,49152,32768,24576,24576,24576,49152,18441
0,61935,49152,32768,24576,24576,24576,49152,22605
16384,61935,49152,32768,24576,24576,24576,49152,26770
32768,61935,49152,32768,24576,24576,24576,49152,30934
49152,61935,49152,32768,24576,24576,24576,49152,35098
0,61935,49152,32768,24576,24576,24576,49152,39262
16384,61935,49152,32768,24576,24576,24576,49152,43426
32768,61935,49152,32768,24576,24576,24576,49152,47590
49152,61935,49152,32768,24576,24576,24576,49152,51755
0,61935,49152,32768,24576,24576,24576,49152,55919
16384,61935,49152,32768,24576,24576,24576,49152,60083
32768,61935,49152,32768,24576,24576,24576,49152,64247
49152,61935,49152,32768,24576,24576,24576,49152,2875
0,61935,49152,32768,24576,24576,24576,49152,7039
16384,61935,49152,32768,24576,24576,24576,49152,11204
32768,61935,49152,32768,24576,24576,24576,49152,15368
49152,61935,49152,32768,24576,24576,24576,49152,19532
0,61935,49152,32768,24576,24576,24576,49152,23696
16384,61935,49152,32768,24576,24576,24576,49152,27860
32768,61935,49152,32768,24576,24576,24576,49152,32024
49152,61935,49152,32768,24576,24576,24576,49152,36189
0,61935,49152,32768,24576,24576,24576,49152,40353
16384,61935,49152,32768,24576,24576,24576,49152,44517
32768,61935,49152,32768,24576,24576,24576,49152,48681
49152,61935,49152,32768,24576,24576,24576,49152,40154
0,61935,49152,32768,24576,24576,24576,49152,48483
16384,61935,49152,32768,24576,24576,24576,49152,56811
32768,61935,49152,32768,24576,24576,24576,49152,65139
49152,61935,49152,32768,24576,24576,24576,49152,7932
0,61935,49152,32768,24576,24576,24576,49152,16260
16384,61935,49152,32768,24576,24576,24576,49152,24588
32768,61935,49152,32768,24576,24576,24576,49152,32917
49152,61935,49152,32768,24576,24576,24576,49152,41245
0,61935,49152,32768,24576,24576,24576,49152,49573
16384,61935,49152,32768,24576,24576,24576,49152,57902
32768,61935,49152,32768,24576,24576,24576,49152,694
49152,61935,49152,32768,24576,24576,24576,49152,9022
0,61935,49152,32768,24576,24576,24576,49152,17351
16384,61935,49152,32768,24576,24576,24576,49152,25679
32768,61935,49152,32768,24576,24576,24576,49152,34007
49152,61935,49152,32768,24576,24576,24576,49152,42336
0,61935,49152,32768,24576,24576,24576,49152,50664
16384,61935,49152,32768,24576,24576,24576,49152,58992
32768,61935,49152,32768,24576,24576,24576,49152,1785
49152,61935,49152,32768,24576,24576,24576,49152,10113
0,61935,49152,32768,24576,24576,24576,49152,18441
16384,61935,49152,32768,24576,24576,24576,49152,26770
32768,61935,49152,32768,24576,24576,24576,49152,35098
49152,61935,49152,32768,24576,24576,24576,49152,43426
0,61935,49152,32768,24576,24576,24576,49152,51755
16384,61935,49152,32768,24576,24576,24576,49152,60083
32768,61935,49152,32768,24576,24576,24576,49152,2875
49152,61935,49152,32768,24576,24576,24576,49152,11204
0,61935,49152,32768,24576,24576,24576,49152,19532
16384,61935,49152,32768,24576,24576,24576,49152,27860
32768,61935,49152,32768,24576,24576,24576,49152,36189
49152,61935,49152,32768,24576,24576,24576,49152,44517
0,61935,49152,32768,24576,24576,24576,49152,40154
16384,61935,49152,32768,24576,24576,24576,49152,56811
32768,61935,49152,32768,24576,24576,24576,49152,7932
49152,61935,49152,32768,24576,24576,24576,49152,24588
0,61935,49152,32768,24576,24576,24576,49152,41245
16384,61935,49152,32768,24576,24576,24576,49152,57902
32768,61935,49152,32768,24576,24576,24576,49152,9022
49152,61935,49152,32768,24576,24576,24576,49152,25679
0,61935,49152,32768,24576,24576,24576,49152,42336
16384,61935,49152,32768,24576,24576,24576,49152,58992
32768,61935,49152,32768,24576,24576,24576,49152,10113
49152,61935,49152,32768,24576,24576,24576,49152,26770
0,61935,49152,32768,24576,24576,24576,49152,43426
16384,61935,49152,32768,24576,24576,24576,49152,60083
32768,61935,49152,32768,24576,24576,24576,49152,11204
49152,61935,49152,32768,24576,24576,24576,49152,27860
0,61935,49152,32768,24576,24576,24576,49152,44517
16384,61935,49152,32768,24576,24576,24576,49152,56811
32768,61935,49152,32768,24576,24576,24576,49152,24588
49152,61935,49152,32768,24576,24576,24576,49152,57902
0,61935,49152,32768,24576,24576,24576,49152,25679
16384,61935,49152,32768,24576,24576,24576,49152,58992
32768,61935,49152,32768,24576,24576,24576,49152,26770
49152,61935,49152,32768,24576,24576,24576,49152,60083
0,61935,49152,32768,24576,24576,24576,49152,27860
16384,61935,49152,32768,24576,24576,24576,49152,56811
32768,61935,49152,32768,24576,24576,24576,49152,57902
49152,61935,49152,32768,24576,24576,24576,49152,58992
0,61935,49152,32768,24576,24576,24576,49152,60083
16384,61935,49152,32768,24576,24576,24576,49152,56811
32768,61935,49152,32768,24576,24576,24576,49152,58992
49152,61935,49152,32768,24576,24576,24576,49152,56811
0,61935,49152,32768,24576,24576,24576,49152,56811
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
8192,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
24576,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
40960,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
57344,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
8192,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
24576,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
40960,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
57344,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
8192,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
24576,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
40960,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
57344,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
8192,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
24576,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
40960,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
57344,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
8192,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
24576,61935,49152,32768,24576,24576,24576,49152,0
32768,61935,49152,32768,24576,24576,24576,49152,0
40960,61935,49152,32768,24576,24576,24576,49152,0
49152,61935,49152,32768,24576,24576,24576,49152,0
57344,61935,49152,32768,24576,24576,24576,49152,0
0,61935,49152,32768,24576,24576,24576,49152,0
8192,61935,49152,32768,24576,24576,24576,49152,0
16384,61935,49152,32768,24576,24576,24576,49152,0
