ClassID,Weight,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,ClassName,Name,ItemType,Journal,GroupName,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,ItemGrade,TooltipImage,Icon,ReqToolTip,TooltipValue,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,ShopTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,CoolDown,CoolDownGroup,LogoutSave,Reinforce_Type,FileName
48400,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_101,몬스터 표본 세트,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,우물 속에서 발견된 낡은 유품입니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_101,YES,,TX,,,,NO,,,No,,
48416,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_102,광석 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_102,YES,,TX,,,,NO,,,No,,
48432,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_103,꽃 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_103,YES,,TX,,,,NO,,,No,,
48448,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_104,뼈 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_104,YES,,TX,,,,NO,,,No,,
48464,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_105,수정 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_105,YES,,TX,,,,NO,,,No,,
48480,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_106,왕릉 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_106,YES,,TX,,,,NO,,,No,,
48496,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_107,코카트리스 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_107,YES,,TX,,,,NO,,,No,,
48512,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_108,악마 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_108,YES,,TX,,,,NO,,,No,,
48528,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_109,테넷 성당 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_109,YES,,TX,,,,NO,,,No,,
48544,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_110,유령 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_110,YES,,TX,,,,NO,,,No,,
48560,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_111,LV1 카드 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_111,YES,,TX,,,,NO,,,No,,
48576,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_112,LV2 카드 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_112,YES,,TX,,,,NO,,,No,,
48592,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_113,LV3 카드 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_113,YES,,TX,,,,NO,,,No,,
48608,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,COLLECT_114,LV4 카드 콜렉션,Consume,TRUE,Collection,,,,,,,,ETC,,icon_item_box,icon_item_box,,,아이템을 수집할 수 있는 콜렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,item_drop_stone_1,,,SCR_USE_COLLECTION_GET,YES,YES,NO,,Normal,COLLECT_114,YES,,TX,,,,NO,,,No,,
64400,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Moru_W_01Q,연습용 모루,Consume,TRUE,Material,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_anvil,icon_item_anvil,,,모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 도구상인에게 구입할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,CLIENT_MORU,,NO,,,No,,
64416,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Moru_W_01,모루,Consume,TRUE,Material,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_anvil,icon_item_anvil,,,모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 도구상인에게 구입할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.,item_drop_stone_1,,,,YES,YES,YES,,Normal,,NO,,NO,,CLIENT_MORU,,NO,,,No,,
14864,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Gaigalas,가이갈라스 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,027_boss_Gaigalas,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Gaigalas,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14880,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_GazingGolem,게이징 골렘 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,108_boss_GazingGolem,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_GazingGolem,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14896,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Gorgon,고르곤 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,064_boss_Gorgon,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Gorgon,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14912,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Golem,골렘 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,003_boss_golem,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Golem,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14928,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Grinender,그라이넨더 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,056_boss_Grinender,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Grinender,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14944,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Glass_mole,글래스몰 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,012_boss_Glass_mole,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Glass_mole,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14960,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_ginklas,긴클라스 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,091_boss_ginklas,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_ginklas,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14976,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_NetherBovine,네더보바인 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,026_boss_NetherBovine,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_NetherBovine,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
14992,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_necrovanter,네크로벤터 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,044_boss_necrovanter,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_necrovanter,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15008,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_deadbone,데드본 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,014_boss_deadbone,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_deadbone,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15024,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Devilglove,데블글로브 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,072_boss_Devilglove,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Devilglove,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15040,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Denoptic,덴옵틱 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,024_boss_Denoptic,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Denoptic,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15056,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Drapeliun,드라페리운 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,080_boss_Drapeliun,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Drapeliun,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15072,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Ravinepede,라바인피드 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,025_boss_Ravinepede,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Ravinepede,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15088,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Rajatoad,라자토드 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,097_boss_Rajatoad,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Rajatoad,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15104,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Rocktortuga,락토르투가 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,046_boss_Rocktortuga,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Rocktortuga,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15120,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_lecifer,렉시퍼 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,030_boss_lecifer,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_lecifer,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15136,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Reaverpede,리버피드 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,051_boss_Reaverpede,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Reaverpede,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15152,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_spector_gh,리카우스 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,010_boss_spector_gh,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_spector_gh,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15168,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_RytaSwort,리타스워트 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,016_boss_RytaSwort,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_RytaSwort,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15184,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Genmagnus,마스터 지니 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,069_boss_Genmagnus,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Genmagnus,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15200,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_mineloader,마인로더 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,092_boss_mineloader,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_mineloader,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15216,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Malletwyvern,말렛와이번 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,106_Malletwyvern,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Malletwyvern,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15232,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_MagBurk,매그버크 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,049_boss_MagBurk,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_MagBurk,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15248,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Manticen,멘티켄 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,114_boss_Manticen,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Manticen,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15264,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Mummyghast,머미가스트 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,042_boss_Mummyghast,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Mummyghast,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15280,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_mushcaria,머슈카리아 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,059_boss_mushcaria,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_mushcaria,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15296,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Merge,머지 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,119_merge,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Merge,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15312,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Mothstem,모스템 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,103_boss_Mothstem,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Mothstem,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15328,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_moa,모아 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,083_boss_moa,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_moa,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15344,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Moyabruka,모야브루카 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,115_boss_Moyabruka,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Moyabruka,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15360,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Moldyhorn,몰디혼 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,109_boss_Moldyhorn,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Moldyhorn,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15376,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_molich,몰렉 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,021_boss_Glass_mole,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_molich,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15392,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Minotaurs,미노타우로스 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,090_boss_Minotaurs,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Minotaurs,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15408,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_mirtis,미르티스 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,007_boss_mirtis,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_mirtis,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15424,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_bebraspion,베브라스피온 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,005_boss_bebraspion,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_bebraspion,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15440,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_bearkaras,베아카라스 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,031_boss_bearkaras,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_bearkaras,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15456,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Velorchard,벨로차드 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,126_boss_Velorchard,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Velorchard,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15472,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Goblin_Warrior,부베 투사 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,004_boss_Goblin_Warrior,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Goblin_Warrior,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15488,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_Goblin_Warrior_red,붉은 부베 투사 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,128_boss_Goblin_Warrior_red,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_Goblin_Warrior_red,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
15504,0,0,0,0,0,0,0,0,65024,39322,0,0,0,0,0,card_bramble,브람블 카드,Consume,FALSE,Card,Card,Item_Common,Item_Common,Item_Consume,,,,BOSSCARD,,019_boss_bramble,monster_card,카드,,강력한 몬스터의 힘이 담긴 카드.,item_drop_jewel,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_CARD,Normal,ItemSkill_boss_bramble,NO,SCR_PRECHECK_CONSUME,YES,,,,NO,,,No,Card,
